"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2020-08-04","86.6","-1.33","6.15","Lamet, Dinelson",641355,659275,,"called_strike",,,,,"8","Cody Bellinger singles on a line drive to center fielder Trent Grisham.   Justin Turner to 2nd.","R","L","R","SD","LAD","S",,,"0","0",2020,"0.71","0.04","0.13","1.89",,,"457759","2","6","Top",,,,,"642336",,,2.02622763380875,-126.04551701248661,-3.9821865838129415,7.121882189177598,27.869379966684097,-31.065397553787246,"3.97","1.97",,,,"85.9","2697","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.49",,,,,,,,"41","1","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","72","0","-0.041"
"SI","2020-08-04","96.8","-0.98","6.26","Lamet, Dinelson",457759,659275,"hit_by_pitch","hit_by_pitch",,,,,"11","Justin Turner hit by pitch.","R","R","R","SD","LAD","B",,,"0","0",2020,"-1.08","1.34","-1.28","4.30",,,,"2","6","Top",,,,,"642336",,,1.6426915976466074,-141.08932784668153,-2.75764579369326,-14.793967552007627,31.48965336823128,-13.842257151858682,"3.32","1.51",,,,"96.8","2441","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.36",,,"0.7","1","0","0",,"40","1","Sinker","2","0","0","2","0","2","0","2","Standard","Standard","199","-0.018","0.139"
"FF","2020-08-04","97.9","-1","6.17","Lamet, Dinelson",571970,659275,"strikeout","swinging_strike",,,,,"11","Max Muncy strikes out swinging.","R","L","R","SD","LAD","S","2",,"3","2",2020,"-0.67","1.36","-0.85","3.57",,,,"1","6","Top",,,,,"642336",,,1.9337268268068437,-142.5302879532992,-4.656607704990466,-9.541768387249444,32.792434014550786,-12.798085099090963,"3.37","1.53",,,,"97.6","2553","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.4",,,"0","1","0","0",,"39","8","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","199","0.021","-0.208"
"SL","2020-08-04","87.6","-1.3","6.04","Lamet, Dinelson",571970,659275,,"foul",,,,,"9","Max Muncy strikes out swinging.","R","L","R","SD","LAD","S",,,"3","2",2020,"0.13","0.46","0.34","2.08",,,,"1","6","Top",,,,,"642336",,,3.6668231120921337,-127.4323209940135,-4.315232714323216,0.6103408125184262,27.649326791763155,-26.482897735618195,"3.37","1.53","276","103.8","19","86.8","2743","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.61",,,,,,,,"39","7","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","59","0","0"
"FF","2020-08-04","97.6","-1.45","6.11","Lamet, Dinelson",571970,659275,,"ball",,,,,"11","Max Muncy strikes out swinging.","R","L","R","SD","LAD","B",,,"2","2",2020,"-0.71","1.5","-1.37","3.19",,,,"1","6","Top",,,,,"642336",,,1.837607706615192,-142.00049935350646,-5.748649714617004,-9.937801500800584,35.19556515820899,-10.865371589494085,"3.26","1.7",,,,"97.1","2519","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.3",,,,,,,,"39","6","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","203","0","0.06"
"SL","2020-08-04","87.7","-1.2","6.18","Lamet, Dinelson",571970,659275,,"foul",,,,,"9","Max Muncy strikes out swinging.","R","L","R","SD","LAD","S",,,"2","2",2020,"0.4","0.04","0.38","1.80",,,,"1","6","Top",,,,,"642336",,,2.9713069404084878,-127.6702125217788,-4.544470322597377,3.756410358676287,25.53568376074093,-31.04181087554919,"3.37","1.53","120","91.8","9","87.2","2811","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.6",,,,,,,,"39","5","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","35","0","0"
"SL","2020-08-04","86.4","-1.33","6.14","Lamet, Dinelson",571970,659275,,"swinging_strike",,,,,"9","Max Muncy strikes out swinging.","R","L","R","SD","LAD","S",,,"2","1",2020,"0.16","0.22","0.55","1.86",,,,"1","6","Top",,,,,"642336",,,4.142457097438927,-125.8004366488552,-4.390559652498953,0.8035226260517349,25.73818609434051,-29.192842932237806,"3.37","1.53",,,,"86.1","2645","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.45",,,,,,,,"39","4","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","59","0","-0.047"
"SL","2020-08-04","84.8","-1.38","6.21","Lamet, Dinelson",571970,659275,,"ball",,,,,"11","Max Muncy strikes out swinging.","R","L","R","SD","LAD","B",,,"1","1",2020,"0.81","0.33","-0.32","4.40",,,,"1","6","Top",,,,,"642336",,,0.8390948143254022,-123.50583850771555,1.448264717522647,8.153631769674591,25.25442777815664,-29.369137813960908,"3.27","1.62",,,,"84.1","2999","5.8",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.68",,,,,,,,"39","3","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","59","0","0.033"
"FF","2020-08-04","97.0","-1.05","6.18","Lamet, Dinelson",571970,659275,,"ball",,,,,"14","Max Muncy strikes out swinging.","R","L","R","SD","LAD","B",,,"0","1",2020,"-0.44","1.5","1.92","2.12",,,,"1","6","Top",,,,,"642336",,,8.879722779697762,-140.75897829427402,-8.656250375948106,-7.89179583140209,33.34766476629359,-10.441732127923718,"3.12","1.58",,,,"96.3","2558","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.34",,,,,,,,"39","2","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","198","0","0.02"
"SL","2020-08-04","86.5","-1.45","6.23","Lamet, Dinelson",571970,659275,,"called_strike",,,,,"6","Max Muncy strikes out swinging.","R","L","R","SD","LAD","S",,,"0","0",2020,"0.11","0.36","0.55","2.09",,,,"1","6","Top",,,,,"642336",,,4.509681080115017,-125.83553728748456,-4.333368753159508,0.209211983785435,26.775310532356055,-27.685693510929447,"3.18","1.56",,,,"85.8","2639","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.53",,,,,,,,"39","1","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","83","0","-0.026"
"FF","2020-08-04","97.2","-1.29","6.28","Lamet, Dinelson",592626,659275,"field_out","hit_into_play",,,,,"3","Joc Pederson grounds out, first baseman Jake Cronenworth to pitcher Dinelson Lamet.","R","L","R","SD","LAD","X","3","ground_ball","0","2",2020,"-0.65","1.35","0.33","3.46",,,,"0","6","Top",157.16,152.14,,,"642336",,,5.763345670161336,-141.3808196870994,-5.083852026033255,-9.982101360832507,31.70181716164902,-13.151681069690984,"3.41","1.56","14","93.5","-13","96.7","2616","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.51","0.127","0.114","0","1","0","0","2","38","3","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","203","0.03","-0.153"
"SL","2020-08-04","86.3","-1.45","6.15","Lamet, Dinelson",592626,659275,,"called_strike",,,,,"7","Joc Pederson grounds out, first baseman Jake Cronenworth to pitcher Dinelson Lamet.","R","L","R","SD","LAD","S",,,"0","1",2020,"0.27","0.19","-0.63","1.86",,,,"0","6","Top",,,,,"642336",,,1.3709827361515399,-125.63948655784898,-4.348529120448068,2.5898435663344244,25.418396883644405,-29.519168623300093,"3.54","1.73",,,,"85.7","2658","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.61",,,,,,,,"38","2","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","66","0","-0.056"
"FF","2020-08-04","95.8","-1.16","6.24","Lamet, Dinelson",592626,659275,,"foul_bunt",,,,,"12","Joc Pederson grounds out, first baseman Jake Cronenworth to pitcher Dinelson Lamet.","R","L","R","SD","LAD","S",,,"0","0",2020,"-0.52","1.61","1.07","2.55",,,,"0","6","Top",,,,,"642336",,,7.02681492001363,-139.10189346592244,-7.676776321441259,-8.429893077482602,33.21680473254812,-9.734008847688605,"3.41","1.56",,,,"95.1","2504","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.35",,,,,,,,"38","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","206","0","-0.042"
"FF","2020-08-04","96.4","-1.18","6.13","Lamet, Dinelson",605131,659275,"field_out","hit_into_play",,,,,"2","Austin Barnes pops out to second baseman Greg Garcia.","R","R","R","SD","LAD","X","4","popup","2","0",2020,"-0.5","1.28","0.21","3.06",,"621458","571771","2","5","Top",177.68,134.89,,,"642336",,,4.805373988775963,-140.22699675133748,-5.444486139024985,-7.733968721955749,33.677897131950424,-14.274463019356327,"3.3","1.5","197","90.2","58","95.6","2545","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.49","0","0","0","1","0","0","3","33","3","4-Seam Fastball","2","0","0","2","0","2","0","2","Standard","Standard","197","0.054","-0.59"
"SL","2020-08-04","85.7","-1.39","6.17","Lamet, Dinelson",605131,659275,,"ball",,,,,"12","Austin Barnes pops out to second baseman Greg Garcia.","R","R","R","SD","LAD","B",,,"1","0",2020,"0.37","0.06","0.52","3.54",,"621458","571771","2","5","Top",,,,,"642336",,,3.7498692332172205,-124.66432295762502,0.020201461906732776,2.9304240490245568,28.65318778429288,-31.829898870162967,"3.28","1.53",,,,"84.5","2691","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.65",,,,,,,,"33","2","Slider","2","0","0","2","0","2","0","2","Standard","Standard","62","0","0.061"
"SL","2020-08-04","87.3","-1.4","6.1","Lamet, Dinelson",605131,659275,,"ball",,,,,"14","Austin Barnes pops out to second baseman Greg Garcia.","R","R","R","SD","LAD","B",,,"0","0",2020,"0.23","0.33","1.29","2.33",,"621458","571771","2","5","Top",,,,,"642336",,,5.960397826964379,-126.91420092560284,-3.526913940369158,1.1452517609784565,28.293485569798914,-28.063657643978146,"3.33","1.64",,,,"86.5","2723","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.49",,,,,,,,"33","1","Slider","2","0","0","2","0","2","0","2","Standard","Standard","43","0","0.056"
"FF","2020-08-04","96.4","-1.44","6.11","Lamet, Dinelson",571771,659275,"walk","ball",,,,,"6","Enrique Hernandez walks.   Edwin Rios to 2nd.","R","R","R","SD","LAD","B",,,"3","1",2020,"-0.62","1.54","0.73","2.85",,,"621458","2","5","Top",,,,,"642336",,,7.133770114735764,-140.0266890761228,-6.496926077639076,-9.810904859136867,34.744951191389184,-10.589294440246647,"3.4","1.66",,,,"95.5","2571","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.38",,,"0.7","1","0","0",,"32","5","4-Seam Fastball","2","0","0","2","0","2","0","2","Standard","Standard","208","-0.026","0.116"
"SL","2020-08-04","87.4","-1.28","6.04","Lamet, Dinelson",571771,659275,,"blocked_ball",,,,,"14","Enrique Hernandez walks.   Edwin Rios to 2nd.","R","R","R","SD","LAD","B",,,"2","1",2020,"-0.12","0.35","1.54","-0.95",,,"621458","2","5","Top",,,,,"642336",,,6.998511670030251,-126.53911540451337,-11.13032656584268,-3.1053879599381466,32.63035295723481,-25.794229912546058,"3.44","1.69",,,,"85.8","2640","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.36",,,,,,,,"32","4","Slider","2","0","0","2","0","2","0","2","Standard","Standard","67","0","0.082"
"SI","2020-08-04","97.1","-1.22","6.23","Lamet, Dinelson",571771,659275,,"ball",,,,,"11","Enrique Hernandez walks.   Edwin Rios to 2nd.","R","R","R","SD","LAD","B",,,"1","1",2020,"-1.36","1.37","-1.36","3.81",,,"621458","2","5","Top",,,,,"642336",,,2.7337013511157,-141.27408876883047,-4.017937386209281,-18.748581143687634,33.78787496904091,-13.13287658319267,"3.45","1.64",,,,"96.4","2497","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.48",,,,,,,,"32","3","Sinker","2","0","0","2","0","2","0","2","Standard","Standard","196","0","0.046"
"SL","2020-08-04","83.7","-1.27","6.32","Lamet, Dinelson",571771,659275,,"ball",,,,,"11","Enrique Hernandez walks.   Edwin Rios to 2nd.","R","R","R","SD","LAD","B",,,"0","1",2020,"1.1","-0.23","-0.29","4.60",,,"621458","2","5","Top",,,,,"642336",,,0.09755902680093875,-121.88704244435053,2.8792754979902844,10.933663404011194,24.4658216032022,-35.26788385825412,"3.48","1.66",,,,"83.2","2712","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.57",,,,,,,,"32","2","Slider","2","0","0","2","0","2","0","2","Standard","Standard","59","0","0.023"
"SL","2020-08-04","86.1","-1.35","6.11","Lamet, Dinelson",571771,659275,,"called_strike",,,,,"6","Enrique Hernandez walks.   Edwin Rios to 2nd.","R","R","R","SD","LAD","S",,,"0","0",2020,"0.39","0.21","0.47","2.89",,,"621458","2","5","Top",,,,,"642336",,,3.510198067298053,-125.44265914697506,-1.8510540394216133,3.406085070490658,24.797162788499147,-29.818436422563074,"3.43","1.69",,,,"85.7","2765","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.59",,,,,,,,"32","1","Slider","2","0","0","2","0","2","0","2","Standard","Standard","65","0","-0.041"
"SL","2020-08-04","87.8","-1.18","6.06","Lamet, Dinelson",621458,659275,"hit_by_pitch","hit_by_pitch",,,,,"14","Edwin Rios hit by pitch.","R","L","R","SD","LAD","B",,,"1","2",2020,"0.81","0.02","1.88","-0.03",,,,"2","5","Top",,,,,"642336",,,5.679353161369137,-127.41925711882084,-8.460917032055164,7.387261237017515,30.214009794036503,-30.222152787099347,"3.49","1.6",,,,"86.5","2888","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.53",,,"0.7","1","0","0",,"31","4","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","210","-0.016","0.173"
"SL","2020-08-04","85.8","-1.3","6.11","Lamet, Dinelson",621458,659275,,"swinging_strike",,,,,"14","Edwin Rios hit by pitch.","R","L","R","SD","LAD","S",,,"1","1",2020,"0.51","0.25","0.92","0.55",,,,"2","5","Top",,,,,"642336",,,4.20295236594905,-124.83844847869649,-7.364660020133357,4.479328108248331,25.463733359156286,-28.269106715205336,"3.49","1.6",,,,"85.4","2746","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.41",,,,,,,,"31","3","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","28","0","-0.029"
"SL","2020-08-04","86.8","-1.42","6.11","Lamet, Dinelson",621458,659275,,"swinging_strike",,,,,"13","Edwin Rios hit by pitch.","R","L","R","SD","LAD","S",,,"1","0",2020,"0.32","0.43","-0.06","1.29",,,,"2","5","Top",,,,,"642336",,,2.580507591131143,-126.37945654671108,-6.199636817082289,2.8913202614374347,25.142710744877377,-26.555286313886658,"3.49","1.6",,,,"86.4","2711","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.57",,,,,,,,"31","2","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","34","0","-0.022"
"FF","2020-08-04","96.3","-1.15","6.11","Lamet, Dinelson",621458,659275,,"ball",,,,,"14","Edwin Rios hit by pitch.","R","L","R","SD","LAD","B",,,"0","0",2020,"-0.68","1.3","0.93","2.51",,,,"2","5","Top",,,,,"642336",,,7.024141537554301,-139.98248627092127,-6.9158525594096325,-10.482887634255693,31.559241590842777,-13.641919879779758,"3.52","1.69",,,,"95.9","2522","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.38",,,,,,,,"31","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","204","0","0.018"
"SI","2020-08-04","97.4","-1.2","6.18","Lamet, Dinelson",607461,659275,"field_out","hit_into_play",,,,,"4","Matt Beaty lines out to left fielder Abraham Almonte.","R","L","R","SD","LAD","X","7","line_drive","1","0",2020,"-1.35","1.24","-0.28","2.43",,,,"1","5","Top",47.96,75.33,,,"642336",,,5.571438400467533,-141.60147296071298,-7.338548805779751,-19.444778342083538,34.13466690356088,-14.003011079803406,"3.37","1.53","344","94.8","29","97","2485","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.29","0.213","0.325","0","1","0","0","5","30","2","Sinker","2","0","0","2","0","2","0","2","Standard","Strategic","206","0.019","-0.194"
"SL","2020-08-04","85.2","-1.5","6.16","Lamet, Dinelson",607461,659275,,"ball",,,,,"11","Matt Beaty lines out to left fielder Abraham Almonte.","R","L","R","SD","LAD","B",,,"0","0",2020,"0.88","-0.14","-1.38","3.56",,,,"1","5","Top",,,,,"642336",,,-1.4777727602271489,-124.09119920719212,0.5141788089623425,9.395645698939806,27.527110019113017,-33.93938754170044,"3.65","1.67",,,,"84.2","2719","5.8",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.7",,,,,,,,"30","1","Slider","2","0","0","2","0","2","0","2","Standard","Standard","61","0","0.027"
"SL","2020-08-04","86.4","-1.22","6.21","Lamet, Dinelson",608369,659275,"field_out","hit_into_play",,,,,"8","Corey Seager lines out sharply to first baseman Jake Cronenworth.","R","L","R","SD","LAD","X","3","line_drive","1","2",2020,"0.53","0.33","0.19","2.20",,,,"0","5","Top",174.47,143.59,,,"642336",,,2.2844405789991766,-125.868641401404,-4.050230683890768,5.166903395258738,24.205531162573035,-28.032466504770138,"3.55","1.63","176","111.4","10","86.2","2719","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.49","0.853","0.869","0","1","0","0","5","29","4","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","40","0.028","-0.18"
"FF","2020-08-04","96.4","-1.25","6.2","Lamet, Dinelson",608369,659275,,"foul",,,,,"1","Corey Seager lines out sharply to first baseman Jake Cronenworth.","R","L","R","SD","LAD","S",,,"1","1",2020,"-0.49","1.61","-0.34","3.32",,,,"0","5","Top",,,,,"642336",,,3.528355410327075,-140.2842826844995,-5.694367705234656,-7.269324695594998,32.37352822255046,-9.817241890642658,"3.55","1.63","286","82.8","40","95.9","2543","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.45",,,,,,,,"29","3","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","4th outfielder","201","0","-0.06"
"SL","2020-08-04","85.5","-1.44","6.19","Lamet, Dinelson",608369,659275,,"swinging_strike",,,,,"7","Corey Seager lines out sharply to first baseman Jake Cronenworth.","R","L","R","SD","LAD","S",,,"1","0",2020,"-0.05","0.53","-0.74","1.94",,,,"0","5","Top",,,,,"642336",,,1.7246690068518111,-124.46987616225269,-4.72104190689017,-0.9123174972880911,27.785299799088573,-25.899528519184482,"3.55","1.63",,,,"84.6","2558","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.57",,,,,,,,"29","2","Slider","2","0","0","2","0","2","0","2","Strategic","4th outfielder","82","0","-0.05"
"SL","2020-08-04","84.8","-1.56","6.19","Lamet, Dinelson",608369,659275,,"ball",,,,,"11","Corey Seager lines out sharply to first baseman Jake Cronenworth.","R","L","R","SD","LAD","B",,,"0","0",2020,"0.45","0.63","-1.77","4.66",,,,"0","5","Top",,,,,"642336",,,-1.3704182224103105,-123.3287828089555,1.6054171835224307,4.824416461543246,29.956248680638375,-26.509646542924685,"3.55","1.47",,,,"83.3","2591","5.8",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.69",,,,,,,,"29","1","Slider","2","0","0","2","0","2","0","2","Infield shift","Strategic","74","0","0.041"
"FF","2020-08-04","96.7","-1.19","6.22","Lamet, Dinelson",641355,659275,"field_out","hit_into_play",,,,,"3","Cody Bellinger flies out to center fielder Trent Grisham.","R","L","R","SD","LAD","X","8","fly_ball","0","0",2020,"-0.56","1.5","0.45","3.23",,,,"2","4","Top",130.32,81.99,,,"642336",,,5.602250732534881,-140.6086610307511,-5.79953102115881,-8.66407835756878,31.32934148086969,-11.196052978614915,"3.55","1.63","293","83.6","37","96.2","2478","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.48","0.013","0.012","0","1","0","0","3","24","1","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Strategic","203","0.013","-0.112"
"SI","2020-08-04","97.2","-1.17","6.14","Lamet, Dinelson",457759,659275,"field_out","hit_into_play",,,,,"6","Justin Turner grounds out sharply, second baseman Greg Garcia to first baseman Jake Cronenworth.","R","R","R","SD","LAD","X","4","ground_ball","2","1",2020,"-1.02","1.24","0.57","2.10",,,,"1","4","Top",142.08,142.29,,,"642336",,,6.955426459168188,-141.27482038248613,-8.102126885875297,-15.1818666517491,31.857549965046303,-13.86242041326089,"3.32","1.51","30","104.5","-2","96.9","2588","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.35","0.493","0.51","0","1","0","0","4","23","4","Sinker","1","0","0","1","0","1","0","1","Standard","Strategic","190","0.02","-0.195"
"SI","2020-08-04","97.1","-1.13","6.23","Lamet, Dinelson",457759,659275,,"ball",,,,,"9","Justin Turner grounds out sharply, second baseman Greg Garcia to first baseman Jake Cronenworth.","R","R","R","SD","LAD","B",,,"1","1",2020,"-1.21","1.6","0.36","1.73",,,,"1","4","Top",,,,,"642336",,,6.721995265891355,-140.96549252378193,-10.082244814035649,-17.617383435308188,33.66922978349945,-8.608079882401888,"3.5","1.57",,,,"96.4","2519","6.1",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.38",,,,,,,,"23","3","Sinker","1","0","0","1","0","1","0","1","Standard","Strategic","198","0","0.033"
"SL","2020-08-04","85.8","-1.42","6.07","Lamet, Dinelson",457759,659275,,"called_strike",,,,,"5","Justin Turner grounds out sharply, second baseman Greg Garcia to first baseman Jake Cronenworth.","R","R","R","SD","LAD","S",,,"1","0",2020,"0.23","0.37","-0.27","2.52",,,,"1","4","Top",,,,,"642336",,,2.227982295831978,-124.7658995727439,-2.7469490138637234,1.8748841453808653,29.58137447304408,-28.01066845855853,"3.6","1.64",,,,"84.5","2602","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.6",,,,,,,,"23","2","Slider","1","0","0","1","0","1","0","1","Standard","Standard","91","0","-0.033"
"SL","2020-08-04","86.6","-1.29","6.2","Lamet, Dinelson",457759,659275,,"ball",,,,,"14","Justin Turner grounds out sharply, second baseman Greg Garcia to first baseman Jake Cronenworth.","R","R","R","SD","LAD","B",,,"0","0",2020,"0.26","0.17","0.71","1.17",,,,"1","4","Top",,,,,"642336",,,4.202712350733437,-125.97041320151213,-6.0925337057012765,1.8870050387576163,26.963139147563176,-29.24725997743274,"3.72","1.71",,,,"86","2782","6",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.46",,,,,,,,"23","1","Slider","1","0","0","1","0","1","0","1","Standard","Standard","137","0","0.027"
"SL","2020-08-04","86.2","-1.48","6.07","Lamet, Dinelson",571970,659275,"field_out","hit_into_play",,,,,"5","Max Muncy pops out to third baseman Manny Machado.","R","L","R","SD","LAD","X","5","popup","0","1",2020,"0.62","0.18","0.21","2.48",,,,"0","4","Top",172.99,126.53,,,"642336",,,2.7161453787413867,-125.51406327755824,-2.6231277519076452,5.952755200847931,27.21709906948862,-29.92700951774253,"3.37","1.53","205","99.0","58","85.5","2786","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.56","0.013","0.017","0","1","0","0","3","22","2","Slider","1","0","0","1","0","1","0","1","Infield shift","Standard","41","0.028","-0.209"
"SI","2020-08-04","96.4","-1.1","6.25","Lamet, Dinelson",571970,659275,,"called_strike",,,,,"13","Max Muncy pops out to third baseman Manny Machado.","R","L","R","SD","LAD","S",,,"0","0",2020,"-1.01","1.32","-0.44","1.42",,,,"0","4","Top",,,,,"642336",,,4.051539283679562,-140.04417216869925,-10.195852512702144,-14.19894597527843,31.747800778870417,-12.689912526636139,"3.22","1.57",,,,"96","2533","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.35",,,,,,,,"22","1","Sinker","1","0","0","1","0","1","0","1","Infield shift","Standard","204","0","-0.042"
"SI","2020-08-04","98.1","-1.12","6.19","Lamet, Dinelson",592626,659275,"field_out","hit_into_play",,,,,"5","Joc Pederson pops out sharply to shortstop Fernando Tatis.","R","L","R","SD","LAD","X","6","popup","2","0",2020,"-1.21","1.41","0.07","2.36",,,,"2","3","Top",92.04,119.28,,,"642336",,,5.98516096747325,-142.55021056790244,-8.10879921432051,-17.81493667277933,32.7993875921016,-11.282953695258685,"3.41","1.56","208","100.8","59","97.9","2541","6.2",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.26","0.013","0.016","0","1","0","0","3","16","3","Sinker","0","0","0","0","0","0","0","0","Strategic","4th outfielder","200","0.011","-0.156"
"SL","2020-08-04","87.7","-1.7","6","Lamet, Dinelson",592626,659275,,"ball",,,,,"13","Joc Pederson pops out sharply to shortstop Fernando Tatis.","R","L","R","SD","LAD","B",,,"1","0",2020,"0.39","0.09","-0.45","0.80",,,,"2","3","Top",,,,,"642336",,,2.190172063794747,-127.5588562967882,-6.558320092212247,3.8339322014395596,26.80674706141852,-30.077178388356838,"3.53","1.7",,,,"87","2753","5.9",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.58",,,,,,,,"16","2","Slider","0","0","0","0","0","0","0","0","Strategic","4th outfielder","56","0","0.027"
"SI","2020-08-04","98.1","-1.12","6.1","Lamet, Dinelson",592626,659275,,"ball",,,,,"13","Joc Pederson pops out sharply to shortstop Fernando Tatis.","R","L","R","SD","LAD","B",,,"0","0",2020,"-1.24","1.33","-0.08","0.54",,,,"2","3","Top",,,,,"642336",,,5.67364238951256,-142.20420246984068,-12.548596254243307,-18.176779527836434,32.976509017595895,-11.419631156365504,"3.51","1.74",,,,"97.8","2472","6.4",631069,659275,"642336","630105","594824","592518","665487","501659","663757","647304","54.14",,,,,,,,"16","1","Sinker","0","0","0","0","0","0","0","0","Strategic","4th outfielder","201","0","0.018"
"SI","2020-08-04","88.8","4.34","2.79","Hill, Tim",607461,657612,"hit_by_pitch","hit_by_pitch",,,,,"14","Matt Beaty hit by pitch.","R","L","L","SD","LAD","B",,,"0","0",2020,"1.44","-0.56","2.46","1.72",,"641355",,"1","8","Top",,,,,"642336",,,-7.739334321647919,-128.93717674692238,4.758909464315786,17.727382607637146,27.773393050939436,-39.74413726492656,"3.37","1.53",,,,"89.8","1798","7.1",631069,657612,"642336","630105","594824","592518","665487","501659","663757","647304","53.41",,,"0.7","1","0","0",,"59","1","Sinker","2","3","3","2","3","2","3","2","Standard","Standard","96","-0.011","0.249"
