"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2019-08-04","87.1","-2.09","4.89","Muñoz, Andrés",457759,662253,,"swinging_strike",,,,,"14","Justin Turner reaches on a fielder's choice out, shortstop Fernando Tatis to catcher Francisco Mejia.   A.J. Pollock out at home.","R","R","R","LAD","SD","S",,,"0","1",2019,"0.85","0.39","0.86","2.05","572041",,,"1","8","Bot",,,,,"642336",,,5.33487845650652,-126.798283429087,-1.49787172683452,8.2184723421566,23.9477180246252,-27.8296905170806,"3.43","1.62",,,,"87.4","2491","6.3",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","54.23",,,,,,,,"73","2","Slider","9","10","9","10","10","9","9","10","Strategic","Standard","115","0","-0.108"
"FF","2019-08-04","94.0","-2.4","6.33","Paddack, Chris",607461,663978,,"called_strike",,,,,"8","Matt Beaty walks.","R","L","R","LAD","SD","S",,,"3","0",2019,"-0.77","1.44","0.05","1.91",,,,"1","2","Bot",,,,,"642336",,,8.16234615558366,-136.565342355372,-9.11423349152649,-11.5398749951377,27.1546952797572,-11.9896365599727,"3.62","1.68",,,,"95.3","2278","6.9",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.61",,,,,,,,"12","4","4-Seam Fastball","1","0","1","0","0","1","1","0","Infield shift","Standard","208","0","-0.05"
"FF","2019-08-04","93.9","-2.74","5.51","Yates, Kirby",571970,489446,,"called_strike",,,,,"7","Max Muncy doubles (16) on a sharp line drive to right fielder Hunter Renfroe.   Alex Verdugo scores.    Corey Seager scores.","R","L","R","LAD","SD","S",,,"1","0",2019,"-1.17","1.21","-0.48","1.60",,"657077","608369","1","9","Bot",,,,,"642336",,,8.34859941630619,-136.398524890623,-7.05358784049562,-16.1637890212545,26.5298786067721,-15.8763591963197,"3.08","1.46",,,,"93.8","2408","6",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.45",,,,,,,,"82","2","4-Seam Fastball","9","10","9","10","10","9","9","10","Standard","Standard","224","-0.326","-0.084"
"KC","2019-08-04","81.9","-2.41","5.67","Stammen, Craig",502117,489334,,"ball",,,,,"14","Kristopher Negron called out on strikes.","R","R","R","LAD","SD","B",,,"1","2",2019,"0.62","-1.04","0.43","1.01",,,,"1","6","Bot",,,,,"642336",,,5.24792923675364,-119.394969665087,-1.98599499634388,5.12893553924609,21.6023963812497,-42.1383352282067,"3.19","1.4",,,,"83.1","2523","6.8",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.67",,,,,,,,"52","4","Knuckle Curve","7","6","7","6","6","7","7","6","Standard","Standard","31","0","0.031"
"FF","2019-08-04","101.6","-2.08","5.09","Muñoz, Andrés",457759,662253,,"called_strike",,,,,"6","Justin Turner reaches on a fielder's choice out, shortstop Fernando Tatis to catcher Francisco Mejia.   A.J. Pollock out at home.","R","R","R","LAD","SD","S",,,"0","0",2019,"-0.78","0.9","0.82","2.78","572041",,,"1","8","Bot",,,,,"642336",,,10.0710065396273,-147.88782797559,-3.44951205898127,-13.7077783365025,29.9000011573976,-18.0989007160274,"3.44","1.61",,,,"102.9","2397","6.6",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","53.87",,,,,,,,"73","1","4-Seam Fastball","9","10","9","10","10","9","9","10","Strategic","Standard","221","0","-0.069"
"FF","2019-08-04","94.2","-2.44","6.38","Paddack, Chris",607461,663978,,"ball",,,,,"13","Matt Beaty walks.","R","L","R","LAD","SD","B",,,"2","0",2019,"-0.7","1.53","-1.22","2.35",,,,"1","2","Bot",,,,,"642336",,,4.8091634404858,-137.125542252516,-8.33246643748637,-9.99270927376576,27.1598428249909,-10.9038627161208,"3.57","1.68",,,,"95.5","2275","6.8",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.74",,,,,,,,"12","3","4-Seam Fastball","1","0","1","0","0","1","1","0","Infield shift","Standard","205","0","0.086"
"FF","2019-08-04","101.2","-2.24","4.99","Muñoz, Andrés",607461,662253,"field_out","hit_into_play",,,,,"3","Matt Beaty grounds out, shortstop Fernando Tatis to first baseman Eric Hosmer.   Max Muncy scores.    A.J. Pollock to 3rd.","R","L","R","LAD","SD","X","6","ground_ball","1","2",2019,"-0.71","1.04","0.41","2.87","571970","572041",,"0","8","Bot",117.54,163.24,,,"642336",,,9.18516081483012,-147.238343299839,-3.20435556012736,-12.4571167741919,31.3544716101031,-16.1544112528694,"3.42","1.66","65","67.8","4","102.5","2428","6.8",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","53.74","0.14","0.127","0","1","0","0","2","72","4","4-Seam Fastball","8","10","8","10","10","9","9","10","Standard","Standard","214","-0.005","-0.216"
"SI","2019-08-04","92.4","-2.66","5.62","Stammen, Craig",502117,489334,,"foul",,,,,"11","Kristopher Negron called out on strikes.","R","R","R","LAD","SD","S",,,"1","1",2019,"-1.11","0.65","-1.07","2.68",,,,"1","6","Bot",,,,,"642336",,,6.54229091564825,-134.629864858821,-3.20986632233094,-15.0232385987688,25.0651560417543,-23.7067533275329,"3.27","1.55","9","84.2","-15","93.6","2262","6.6",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.88",,,,,,,,"52","3","Sinker","7","6","7","6","6","7","7","6","Standard","Standard","240","0","-0.044"
"FF","2019-08-04","94.1","-2.6","5.53","Yates, Kirby",571970,489446,,"ball",,,,,"14","Max Muncy doubles (16) on a sharp line drive to right fielder Hunter Renfroe.   Alex Verdugo scores.    Corey Seager scores.","R","L","R","LAD","SD","B",,,"0","0",2019,"-1.35","1.09","0.48","0.93",,"657077","608369","1","9","Bot",,,,,"642336",,,10.6383043880898,-136.265827082832,-8.37921509696935,-18.4904124966254,26.82991561908,-17.547834194417,"3.14","1.49",,,,"92.5","2303","5.4",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","55.13",,,,,,,,"82","1","4-Seam Fastball","9","10","9","10","10","9","9","10","Standard","Standard","231","-0.326","0.067"
"FS","2019-08-04","84.5","-2.57","5.4","Yates, Kirby",608369,489446,"fielders_choice","hit_into_play",,,,,"8","Corey Seager reaches on a fielder's choice, fielded by second baseman Luis Urias.   Alex Verdugo to 2nd.  Alex Verdugo advances to 2nd, on a fielding error by second baseman Luis Urias.","R","L","R","LAD","SD","X","4","ground_ball","1","0",2019,"-0.99","-0.15","-0.11","1.82",,,"657077","1","9","Bot",152.02,153.61,,,"642336",,,7.51011604060921,-122.918508423299,-1.79728629992537,-11.0817175230602,19.8310764378626,-33.5856990384037,"3.49","1.6","9","94.4","-11","83.8","1448","5.4",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","55.07","0.233","0.226","0","1","0","0","2","81","2","Split-Finger","9","10","9","10","10","9","9","10","Standard","Standard","278","0.12","-0.424"
"KC","2019-08-04","82.7","-2.28","5.71","Stammen, Craig",502117,489334,,"ball",,,,,"14","Kristopher Negron called out on strikes.","R","R","R","LAD","SD","B",,,"0","1",2019,"0.75","-0.87","1.60","0.92",,,,"1","6","Bot",,,,,"642336",,,7.35965612420924,-120.175882941634,-2.73811214320415,5.74085447213347,22.5633413429082,-40.1628353981844,"3.2","1.43",,,,"82.1","2433","5.9",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","54.6",,,,,,,,"52","2","Knuckle Curve","7","6","7","6","6","7","7","6","Standard","Standard","41","0","0.022"
"CU","2019-08-04","78.4","-2.62","6.29","Paddack, Chris",607461,663978,,"ball",,,,,"14","Matt Beaty walks.","R","L","R","LAD","SD","B",,,"1","0",2019,"-0.03","-0.78","0.65","1.50",,,,"1","2","Bot",,,,,"642336",,,7.15294749711597,-114.06155655381,-2.12925747923,-1.47121376452539,18.8631675189108,-38.8653712293807,"3.47","1.67",,,,"78.9","1938","6.4",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","54.1",,,,,,,,"12","2","Curveball","1","0","1","0","0","1","1","0","Infield shift","Standard","358","0","0.049"
"SL","2019-08-04","85.4","-2.29","4.77","Muñoz, Andrés",607461,662253,,"ball",,,,,"14","Matt Beaty grounds out, shortstop Fernando Tatis to first baseman Eric Hosmer.   Max Muncy scores.    A.J. Pollock to 3rd.","R","L","R","LAD","SD","B",,,"0","2",2019,"0.76","0.5","0.84","1.47","571970","572041",,"0","8","Bot",,,,,"642336",,,5.84427054303181,-124.376615456817,-2.54919113718123,6.84385635306106,22.2322672557001,-26.7045812817694,"3.41","1.61",,,,"85.7","2435","6.2",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","54.29",,,,,,,,"72","3","Slider","8","10","8","10","10","8","8","10","Standard","Standard","124","0","-0.017"
"KC","2019-08-04","81.4","-2.5","5.7","Stammen, Craig",502117,489334,,"called_strike",,,,,"8","Kristopher Negron called out on strikes.","R","R","R","LAD","SD","S",,,"0","0",2019,"0.75","-0.93","0.04","1.49",,,,"1","6","Bot",,,,,"642336",,,4.26947853326329,-118.634130307111,-1.15675528971426,6.42777609952981,20.3570455508483,-41.0140663023033,"3.2","1.43",,,,"82","2509","6.4",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","54.13",,,,,,,,"52","1","Knuckle Curve","7","6","7","6","6","7","7","6","Standard","Standard","39","0","-0.03"
"CU","2019-08-04","77.8","-2.54","6.3","Paddack, Chris",607461,663978,,"ball",,,,,"14","Matt Beaty walks.","R","L","R","LAD","SD","B",,,"0","0",2019,"0.05","-0.64","0.88","0.88",,,,"1","2","Bot",,,,,"642336",,,7.26321753613377,-113.107551473415,-3.55328633203719,-0.815231457549228,19.9898968788259,-37.2807828171834,"3.46","1.67",,,,"78","2228","6.4",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","54.1",,,,,,,,"12","1","Curveball","1","0","1","0","0","1","1","0","Infield shift","Standard","5","0","0.028"
"SL","2019-08-04","86.9","-2.22","4.85","Muñoz, Andrés",607461,662253,,"swinging_strike",,,,,"9","Matt Beaty grounds out, shortstop Fernando Tatis to first baseman Eric Hosmer.   Max Muncy scores.    A.J. Pollock to 3rd.","R","L","R","LAD","SD","S",,,"0","1",2019,"0.46","0.54","0.53","2.02","571970","572041",,"0","8","Bot",,,,,"642336",,,5.65027324402053,-126.660253909474,-1.81880025277471,4.01590985217702,21.6288419122044,-26.1865137019416,"3.42","1.66",,,,"87.6","2376","6.3",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","54.23",,,,,,,,"72","2","Slider","8","10","8","10","10","8","8","10","Standard","Standard","140","0","-0.091"
"FS","2019-08-04","86.1","-2.61","5.52","Yates, Kirby",608369,489446,,"blocked_ball",,,,,"14","Corey Seager reaches on a fielder's choice, fielded by second baseman Luis Urias.   Alex Verdugo to 2nd.  Alex Verdugo advances to 2nd, on a fielding error by second baseman Luis Urias.","R","L","R","LAD","SD","B",,,"0","0",2019,"-1.18","0.14","1.11","0.52",,,"657077","1","9","Bot",,,,,"642336",,,10.9550784567342,-124.824705009422,-5.86350306339578,-13.9315413813495,20.2913871573202,-30.0258368321235,"3.48","1.54",,,,"85.4","1403","5.6",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.9",,,,,,,,"81","1","Split-Finger","9","10","9","10","10","9","9","10","Standard","Standard","263","0","0.043"
"FF","2019-08-04","94.2","-2.37","6.4","Paddack, Chris",572041,663978,"field_out","hit_into_play",,,,,"14","A.J. Pollock flies out to center fielder Manuel Margot.","R","R","R","LAD","SD","X","8","fly_ball","0","0",2019,"-0.65","1.49","0.86","2.49",,,,"0","2","Bot",149.24,80.9,,,"642336",,,9.9612966378768,-136.92015760301,-8.00431460621019,-10.2433801790821,25.178260289764,-11.462784333724,"3.51","1.67","285","90.9","48","95.8","2228","6.9",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.6","0.007","0.008","0","1","0","0","3","11","1","4-Seam Fastball","1","0","1","0","0","1","1","0","Infield shift","Standard","203","-0.02","-0.248"
"SI","2019-08-04","93.1","-2.56","5.64","Stammen, Craig",607461,489334,"field_out","hit_into_play",,,,,"8","Matt Beaty flies out sharply to center fielder Manuel Margot.","R","L","R","LAD","SD","X","8","fly_ball","2","1",2019,"-1.2","0.97","-0.11","2.04",,,,"0","6","Bot",146.21,38.52,,,"642336",,,8.98722731228273,-135.462108134299,-5.70674243425412,-16.7029109443394,24.0588785625776,-19.1676689199298,"3.27","1.55","381","101.0","37","94.3","2228","6.6",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.92","0.327","0.606","0","1","0","0","5","51","4","Sinker","7","6","7","6","6","7","7","6","Infield shift","Standard","231","-0.021","-0.29"
"FS","2019-08-04","86.7","-2.64","5.52","Yates, Kirby",657077,489446,"fielders_choice_out","hit_into_play",,,,,"13","Alex Verdugo reaches on a fielder's choice out, first baseman Eric Hosmer to third baseman Manny Machado.   Joc Pederson out at 3rd.","R","L","R","LAD","SD","X","3","ground_ball","1","1",2019,"-1","0.25","-0.06","1.40",,"592626",,"0","9","Bot",152.52,166.79,,,"642336",,,8.03049192312443,-126.103880566059,-4.21339681208922,-11.8211513680094,20.2095781660049,-29.0666471100301,"3.49","1.63","85","88.5","5","86.3","1608","5.6",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.92","0.353","0.318","0","1","0","0","4","80","3","Split-Finger","9","10","9","10","10","9","9","10","Standard","Standard","256","-0.232","-0.263"
"FF","2019-08-04","100.0","-2.21","4.96","Muñoz, Andrés",607461,662253,,"foul",,,,,"4","Matt Beaty grounds out, shortstop Fernando Tatis to first baseman Eric Hosmer.   Max Muncy scores.    A.J. Pollock to 3rd.","R","L","R","LAD","SD","S",,,"0","0",2019,"-0.91","1.07","-0.36","2.35","571970","572041",,"0","8","Bot",,,,,"642336",,,7.34240756267202,-145.64071372895,-4.46174804661327,-14.7466685031284,29.8340640162118,-15.8602236398753,"3.42","1.66","296","90.7","29","101.3","2395","6.7",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","53.83",,,,,,,,"72","1","4-Seam Fastball","8","10","8","10","10","8","8","10","Standard","Standard","220","0","-0.037"
"FF","2019-08-04","95.2","-2.44","6.41","Paddack, Chris",571970,663978,"home_run","hit_into_play",,,,,"2","Max Muncy homers (27) on a fly ball to right center field.","R","L","R","LAD","SD","X",,"fly_ball","0","2",2019,"-0.48","1.36","0.00","3.06",,,,"0","2","Bot",192.01,57.2,,,"642336",,,7.55378844038638,-138.563978336522,-6.36842257064297,-7.71118092143684,25.3892829925374,-13.2271251937476,"3.17","1.51","382","94.2","33","96.6","2296","6.7",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.82","0.167","0.276","2","1","0","3","3","10","3","4-Seam Fastball","0","0","0","0","0","1","1","0","Infield shift","Standard","199","0.11","1.091"
"SI","2019-08-04","94.1","-2.51","5.69","Stammen, Craig",607461,489334,,"ball",,,,,"13","Matt Beaty flies out sharply to center fielder Manuel Margot.","R","L","R","LAD","SD","B",,,"1","1",2019,"-1.02","1.04","-0.04","1.08",,,,"0","6","Bot",,,,,"642336",,,8.70346209843575,-136.730813963045,-8.69951892195769,-14.57322284968,24.4779475676866,-17.4181751978375,"3.35","1.58",,,,"95.1","2196","6.5",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.98",,,,,,,,"51","3","Sinker","7","6","7","6","6","7","7","6","Infield shift","Standard","224","0","0.054"
"FF","2019-08-04","101.2","-1.89","5.04","Muñoz, Andrés",572041,662253,"double","hit_into_play",,,,,"9","A.J. Pollock doubles (6) on a line drive to right fielder Hunter Renfroe.   Corey Seager scores.    Max Muncy to 3rd.","R","R","R","LAD","SD","X","9","line_drive","1","0",2019,"-0.92","0.88","0.72","2.05",,"608369","571970","0","8","Bot",186.18,143.8,,,"642336",,,9.58273434627622,-147.315105161949,-5.29714727075305,-15.609632174003,28.6079153989073,-18.1182646672015,"3.51","1.67","195","91.1","12","102.8","2356","6.7",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","53.77","0.86","0.825","1.25","1","1","1","4","71","2","4-Seam Fastball","7","10","7","10","10","8","8","10","Standard","Standard","226","0.242","1.415"
"FF","2019-08-04","93.6","-2.7","5.59","Yates, Kirby",657077,489446,,"ball",,,,,"9","Alex Verdugo reaches on a fielder's choice out, first baseman Eric Hosmer to third baseman Manny Machado.   Joc Pederson out at 3rd.","R","L","R","LAD","SD","B",,,"0","1",2019,"-1.05","1.09","0.37","1.61",,"592626",,"0","9","Bot",,,,,"642336",,,10.0509029393098,-135.860999405569,-6.81748662530773,-14.7395671269762,25.4734527703209,-17.8101794003993,"3.43","1.56",,,,"92.9","2244","5.7",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.78",,,,,,,,"80","2","4-Seam Fastball","9","10","9","10","10","9","9","10","Standard","Standard","224","0","0.017"
"FF","2019-08-04","94.0","-2.44","6.38","Paddack, Chris",571970,663978,,"swinging_strike",,,,,"4","Max Muncy homers (27) on a fly ball to right center field.","R","L","R","LAD","SD","S",,,"0","1",2019,"-0.58","1.43","-0.62","2.55",,,,"0","2","Bot",,,,,"642336",,,6.13962114156644,-136.989088882997,-7.70396645761425,-8.67247001365752,24.7125802984197,-12.1200212836231,"3.17","1.51",,,,"96.4","2306","7.2",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.35",,,,,,,,"10","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","202","0","-0.052"
"FF","2019-08-04","93.6","-2.6","5.58","Yates, Kirby",657077,489446,,"foul",,,,,"1","Alex Verdugo reaches on a fielder's choice out, first baseman Eric Hosmer to third baseman Manny Machado.   Joc Pederson out at 3rd.","R","L","R","LAD","SD","S",,,"0","0",2019,"-1.02","1.14","-0.52","3.19",,"592626",,"0","9","Bot",,,,,"642336",,,7.49044604351242,-136.128987427531,-2.90943835310164,-13.9311037491921,26.1054475956686,-17.8152994362479,"3.49","1.63","121","80.1","9","93.1","2291","5.7",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.75",,,,,,,,"80","1","4-Seam Fastball","9","10","9","10","10","9","9","10","Standard","Standard","222","0","-0.064"
"SL","2019-08-04","85.3","-2.21","4.8","Muñoz, Andrés",572041,662253,,"blocked_ball",,,,,"14","A.J. Pollock doubles (6) on a line drive to right fielder Hunter Renfroe.   Corey Seager scores.    Max Muncy to 3rd.","R","R","R","LAD","SD","B",,,"0","0",2019,"0.68","0.16","1.45","0.07",,"608369","571970","0","8","Bot",,,,,"642336",,,7.24656713529673,-124.12422349612,-5.23650034186804,5.903323381551,21.3848143492819,-29.8181756608125,"3.57","1.68",,,,"85.9",,"6.4",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","54.12",,,,,,,,"71","1","Slider","7","10","7","10","10","7","7","10","Standard","Standard","103","0","0.091"
"KC","2019-08-04","81.6","-2.5","5.66","Stammen, Craig",607461,489334,,"called_strike",,,,,"4","Matt Beaty flies out sharply to center fielder Manuel Margot.","R","L","R","LAD","SD","S",,,"1","0",2019,"0.79","-0.68","-0.42","2.31",,,,"0","6","Bot",,,,,"642336",,,3.15772903210362,-118.913921831597,0.248373129538865,7.00576737638468,20.3437675626838,-38.906379464541,"3.41","1.6",,,,"82","2409","6.3",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","54.24",,,,,,,,"51","2","Knuckle Curve","7","6","7","6","6","7","7","6","Infield shift","Standard","49","0","-0.05"
"FF","2019-08-04","100.3","-2.07","5.05","Muñoz, Andrés",571970,662253,"single","hit_into_play",,,,,"11","Max Muncy singles on a ground ball to third baseman Manny Machado.   Corey Seager to 2nd.","R","L","R","LAD","SD","X","5","ground_ball","0","2",2019,"-0.91","0.91","-0.10","3.30",,,"608369","0","8","Bot",102.33,160.2,,,"642336",,,7.66280410586768,-146.124412469043,-1.73527488322274,-14.8636188941675,30.4319517611747,-18.7166052993135,"3.17","1.51","7","72.3","-23","101.3","2286","6.5",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","53.99","0.053","0.048","0.9","1","1","0","2","70","3","4-Seam Fastball","7","10","7","10","10","7","7","10","Infield shift","Standard","225","0.086","0.823"
"SL","2019-08-04","85.8","-2.54","5.86","Wingenter, Trey",657077,622259,"field_out","hit_into_play",,,,,"7","Alex Verdugo pops out to shortstop Fernando Tatis.","R","L","R","LAD","SD","X","6","popup","1","1",2019,"0.04","-0.14","-0.64","1.53",,,,"2","7","Bot",76.59,137.84,,,"642336",,,4.39309489892137,-124.924553131839,-3.74849237966068,-0.390754409937273,23.6515570371618,-33.1139464456842,"3.28","1.53","188","72.7","55","86",,"6.2",565856,622259,"642336","543333","594824","592518","665487","571976","622534","592669","54.28","0.087","0.099","0","1","0","0","3","62","3","Slider","7","8","7","8","8","7","7","8","Strategic","Standard","17","-0.023","-0.108"
"FF","2019-08-04","95.1","-2.63","5.47","Yates, Kirby",592626,489446,"double","hit_into_play",,,,,"5","Joc Pederson doubles (9) on a line drive to right fielder Hunter Renfroe.","R","L","R","LAD","SD","X","9","line_drive","3","2",2019,"-1.13","1.23","-0.21","2.76",,,,"0","9","Bot",186.49,132.54,,,"642336",,,8.70794650953684,-138.17570438579,-4.13176495603068,-15.9815637088175,28.0820007012257,-15.9869542903537,"3.45","1.66","214","99.8","13","94.4","2357","5.7",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.76","0.947","0.94","1.25","1","1","1","4","79","6","4-Seam Fastball","9","10","9","10","10","9","9","10","Infield shift","Standard","222","0.244","0.566"
"FF","2019-08-04","93.0","-2.45","6.34","Paddack, Chris",571970,663978,,"called_strike",,,,,"5","Max Muncy homers (27) on a fly ball to right center field.","R","L","R","LAD","SD","S",,,"0","0",2019,"-0.58","1.37","-0.18","2.29",,,,"0","2","Bot",,,,,"642336",,,7.23354586656921,-135.388128631258,-7.89780946094739,-8.6936164190736,24.0229217351665,-13.4034090279786,"3.1","1.5",,,,"95.1","2307","7.1",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.43",,,,,,,,"10","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","203","0","-0.039"
"SI","2019-08-04","94.0","-2.54","5.66","Stammen, Craig",607461,489334,,"ball",,,,,"9","Matt Beaty flies out sharply to center fielder Manuel Margot.","R","L","R","LAD","SD","B",,,"0","0",2019,"-1.15","0.97","0.60","1.78",,,,"0","6","Bot",,,,,"642336",,,10.7633840521064,-136.544574773658,-6.59581277962271,-16.6922842624832,24.4044516043946,-18.7616654420334,"3.43","1.67",,,,"95.1","2126","6.6",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.87",,,,,,,,"51","1","Sinker","7","6","7","6","6","7","7","6","Infield shift","Standard","230","0","0.037"
"FF","2019-08-04","93.5","-2.78","5.49","Yates, Kirby",592626,489446,,"called_strike",,,,,"5","Joc Pederson doubles (9) on a line drive to right fielder Hunter Renfroe.","R","L","R","LAD","SD","S",,,"3","1",2019,"-1.1","1.36","-0.23","2.60",,,,"0","9","Bot",,,,,"642336",,,8.78888985541266,-135.839863280559,-4.55751202696583,-15.1920936183689,27.6575651033704,-15.0085169241449,"3.52","1.68",,,,"92.5","2259","5.6",565856,489446,"642336","543333","649966","592518","665487","571976","622534","592669","54.87",,,,,,,,"79","5","4-Seam Fastball","9","10","9","10","10","9","9","10","Infield shift","Standard","219","0","-0.091"
"SI","2019-08-04","92.8","-2.47","5.71","Stammen, Craig",572041,489334,"home_run","hit_into_play",,,,,"5","A.J. Pollock homers (8) on a fly ball to left center field.","R","R","R","LAD","SD","X",,"fly_ball","1","0",2019,"-1.15","0.93","0.01","2.66",,,,"0","6","Bot",57.13,41.49,,,"642336",,,8.95048476787143,-135.089985998181,-4.17815697477256,-16.0578088216181,25.2473468874525,-19.8604747107514,"3.51","1.67","405","104.3","35","94.1","2159","6.7",565856,489334,"642336","543333","594824","592518","665487","571976","622534","592669","53.79","0.593","1.085","2","1","0","3","6","50","2","Sinker","6","6","6","6","6","7","7","6","Infield shift","Standard","231","0.172","0.963"
"SL","2019-08-04","83.9","-2.28","4.85","Muñoz, Andrés",571970,662253,,"swinging_strike",,,,,"5","Max Muncy singles on a ground ball to third baseman Manny Machado.   Corey Seager to 2nd.","R","L","R","LAD","SD","S",,,"0","1",2019,"0.77","0.41","-0.19","2.03",,,"608369","0","8","Bot",,,,,"642336",,,3.33182683342025,-122.307222853292,-1.08482612445037,7.29512345416195,19.6778964088182,-27.9646951086138,"3.17","1.51",,,,"84.8","2386","6.4",565856,662253,"642336","543333","594824","592518","665487","571976","622534","592669","54.13",,,,,,,,"70","2","Slider","7","10","7","10","10","7","7","10","Infield shift","Standard","118","0","-0.082"
"FF","2019-08-04","95.5","-2.32","6.43","Paddack, Chris",608369,663978,"strikeout","swinging_strike",,,,,"12","Corey Seager strikes out swinging.","R","L","R","LAD","SD","S","2",,"1","2",2019,"-0.54","1.55","0.30","4.16",,,,"2","1","Bot",,,,,"642336",,,8.20131576861132,-139.001887512472,-3.93214145271041,-8.89387310045814,30.0515091764417,-11.1191880933486,"3.71","1.81",,,,"96.4","2368","6.7",565856,663978,"642336","543333","594824","592518","665487","647304","622534","592669","53.76",,,"0","1","0","0",,"6","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","199","-0.01","-0.081"
"FF","2019-08-04","96.1","-2.59","5.83","Wingenter, Trey",657077,622259,,"called_strike",,,,,"11","Alex Verdugo pops out to shortstop Fernando Tatis.","R","L","R","LAD","SD","S",,,"1","0",2019,"-0.84","1.11","-1.02","2.69",,,,"2","7","Bot",,,,,"642336",,,6.13289887833862,-139.952644825087,-5.35152639452772,-12.4745683506406,29.3927923437904,-16.4403334254669,"3.34","1.46",,,,"97","2059","6.6",565856,622259,"642336","543333","594824","592518","665487","571976","622534","592669","53.87",,,,,,,,"62","2","4-Seam Fastball","7","8","7","8","8","7","7","8","Strategic","Standard","217","0","-0.021"
"FF","2019-08-04","95.9","-2.58","5.88","Wingenter, Trey",657077,622259,,"ball",,,,,"11","Alex Verdugo pops out to shortstop Fernando Tatis.","R","L","R","LAD","SD","B",,,"0","0",2019,"-0.82","1.14","-1.39","3.17",,,,"2","7","Bot",,,,,"642336",,,5.18785523046691,-139.730891552449,-4.3241455456778,-12.320042901191,31.5348146395553,-15.9469988970025,"3.41","1.44",,,,"97.7","2049","7.3",565856,622259,"642336","543333","594824","592518","665487","571976","622534","592669","53.25",,,,,,,,"62","1","4-Seam Fastball","7","8","7","8","8","7","7","8","Strategic","Standard","216","0","0.015"
